cement,slag,silica_fume,limestone_powder,quartz_powder,fly_ash,nano_silica,aggregate,water,fiber,superplasticizer,temperature,age
825.8,0.0,192.3,486.2,0.0,0.0,0.0,444.4,201.4,0.0,10.5,23,1
525.0,225.0,144.0,0.0,0.0,200.0,0.0,990.0,182.0,0.0,36.0,20,28
847.0,0.0,216.0,0.0,0.0,0.0,16.2,1079.0,177.0,0.0,21.6,23,1
960.0,0.0,240.0,0.0,0.0,0.0,0.0,767.2,234.0,78.0,45.0,23,56
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,773.8,234.0,58.5,45.0,23,28
756.5,0.0,133.5,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,90
680.0,0.0,120.0,0.0,0.0,0.0,0.0,1462.0,160.0,0.0,11.22,23,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,793.7,234.0,0.0,45.0,23,90
700.0,0.0,50.0,0.0,0.0,150.0,0.0,1104.0,180.0,0.0,30.0,20,7
430.7,0.0,0.0,263.7,175.9,0.0,8.8,1273.4,175.8,0.0,43.9,21,7
863.0,0.0,216.0,0.0,0.0,0.0,0.0,1079.0,177.0,0.0,21.6,23,3
842.0,0.0,216.0,0.0,0.0,0.0,21.6,1079.0,177.0,0.0,21.6,23,7
776.0,0.0,0.0,0.0,0.0,0.0,24.0,1409.7,160.0,0.0,43.2,23,1
720.0,0.0,80.0,0.0,0.0,0.0,0.0,1422.9,160.0,0.0,29.6,23,7
847.0,0.0,216.0,0.0,0.0,0.0,16.2,1079.0,177.0,0.0,21.6,23,3
874.9,0.0,43.7,0.0,0.0,0.0,0.0,1273.4,202.1,0.0,45.9,21,28
594.2,0.0,0.0,265.3,0.0,0.0,24.8,1282.3,176.9,156.0,44.2,21,28
720.0,0.0,80.0,0.0,0.0,0.0,0.0,1422.9,160.0,0.0,29.6,23,90
960.0,0.0,240.0,0.0,0.0,0.0,0.0,771.9,234.0,58.5,45.0,23,180
912.0,0.0,255.0,0.0,0.0,0.0,38.0,873.0,189.0,0.0,31.0,23,90
960.0,0.0,240.0,0.0,0.0,0.0,0.0,787.1,234.0,19.5,45.0,23,56
550.0,0.0,0.0,0.0,0.0,0.0,0.0,1830.0,137.5,0.0,6.6,21,90
712.0,0.0,80.0,0.0,0.0,0.0,8.0,1400.3,160.0,0.0,37.6,23,3
863.2,0.0,215.8,0.0,0.0,0.0,0.0,1079.0,177.0,0.0,21.6,20,90
720.0,0.0,220.0,0.0,0.0,180.0,0.0,998.0,163.0,156.0,40.0,23,56
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,201.8,0.0,34.2,21,28
667.5,0.0,44.5,0.0,0.0,178.0,0.0,1231.0,178.0,0.0,30.2,21,7
700.0,0.0,50.0,0.0,0.0,150.0,0.0,1104.0,180.0,156.0,30.0,20,28
325.3,0.0,75.7,1058.2,0.0,0.0,0.0,455.4,201.4,0.0,5.2,23,7
960.0,0.0,240.0,0.0,0.0,0.0,0.0,771.9,234.0,58.5,45.0,23,28
450.0,180.0,90.0,180.0,0.0,0.0,0.0,1539.0,144.0,0.0,18.0,20,28
472.0,315.0,262.0,0.0,0.0,0.0,0.0,1049.0,178.0,156.0,21.0,23,7
630.0,0.0,70.0,0.0,0.0,0.0,0.0,1788.0,126.0,0.0,18.0,20,365
612.4,0.0,43.7,262.5,0.0,0.0,0.0,1273.4,202.1,39.0,45.9,21,28
541.75,0.0,0.0,0.0,0.0,0.0,8.25,1748.0,165.0,0.0,8.25,21,7
960.0,0.0,240.0,0.0,0.0,0.0,0.0,771.9,234.0,58.5,45.0,23,7
902.5,0.0,200.0,0.0,350.0,0.0,47.5,570.0,230.0,234.0,53.0,20,28
541.75,0.0,0.0,0.0,0.0,0.0,8.25,1678.0,192.5,0.0,6.6,21,7
829.0,0.0,216.0,0.0,0.0,0.0,34.5,923.0,177.0,0.0,32.39,20,28
890.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,90
845.5,0.0,44.5,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,90
941.5,0.0,255.0,0.0,0.0,0.0,9.5,873.0,189.0,0.0,31.0,23,90
1251.2,0.0,291.3,0.0,0.0,0.0,0.0,407.8,201.4,0.0,28.2,23,56
845.5,0.0,44.5,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,1
696.0,0.0,80.0,0.0,0.0,0.0,24.0,1359.2,160.0,0.0,52.0,23,28
1251.2,0.0,291.3,0.0,0.0,0.0,0.0,407.8,201.4,0.0,28.2,23,14
937.0,0.0,70.0,47.0,0.0,164.0,0.0,851.0,164.0,78.0,36.82,23,14
667.5,0.0,44.5,0.0,0.0,178.0,0.0,1231.0,178.0,0.0,30.2,21,1
958.55,0.0,50.45,0.0,0.0,0.0,0.0,1231.0,201.8,0.0,34.2,21,7
946.0,0.0,71.0,47.0,0.0,166.0,0.0,860.0,166.0,0.0,35.76,23,3
960.0,0.0,240.0,0.0,0.0,0.0,0.0,786.4,234.0,19.5,45.0,23,180
680.0,0.0,120.0,0.0,0.0,0.0,0.0,1462.0,160.0,0.0,9.59,23,7
270.0,180.0,90.0,360.0,0.0,0.0,0.0,1539.0,144.0,0.0,18.0,20,180
852.0,0.0,216.0,0.0,0.0,0.0,10.8,923.0,177.0,0.0,32.36,20,7
741.0,0.0,185.0,194.25,64.75,0.0,0.0,815.0,185.0,156.0,9.0,30,1
472.0,315.0,262.0,0.0,0.0,0.0,0.0,1049.0,178.0,156.0,21.0,20,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,793.7,234.0,0.0,45.0,23,56
960.0,0.0,240.0,0.0,0.0,0.0,0.0,793.7,234.0,0.0,45.0,23,7
950.0,0.0,234.0,0.0,95.0,0.0,0.0,1030.0,215.0,234.0,12.7,23,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,773.8,234.0,58.5,45.0,23,90
756.5,0.0,133.5,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,1
841.6,0.0,215.8,0.0,0.0,0.0,21.6,1079.0,177.0,0.0,21.6,20,90
863.2,0.0,215.8,0.0,0.0,0.0,0.0,1079.0,177.0,0.0,21.6,20,3
792.0,0.0,0.0,0.0,0.0,0.0,8.0,1450.8,160.0,0.0,28.8,23,28
716.0,0.0,80.0,0.0,0.0,0.0,4.0,1411.6,160.0,0.0,33.6,23,90
788.5,0.0,433.7,0.0,0.0,0.0,0.0,867.4,160.3,39.0,52.6,23,28
792.0,0.0,264.0,0.0,0.0,0.0,0.0,1056.0,173.0,156.0,21.1,20,90
960.0,0.0,240.0,0.0,0.0,0.0,0.0,706.2,234.0,156.0,57.0,23,180
800.0,0.0,200.0,0.0,0.0,0.0,0.0,1080.0,200.0,0.0,14.4,20,28
696.0,0.0,80.0,0.0,0.0,0.0,24.0,1359.2,160.0,0.0,52.0,23,90
847.0,0.0,215.8,0.0,0.0,0.0,16.2,1079.0,177.0,0.0,21.6,20,3
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
857.8,0.0,215.8,0.0,0.0,0.0,5.4,1079.0,177.0,0.0,21.6,20,90
788.5,0.0,433.7,0.0,0.0,0.0,0.0,867.4,160.3,156.0,52.6,23,28
852.0,0.0,216.0,0.0,0.0,0.0,10.8,923.0,177.0,0.0,32.36,20,28
784.0,0.0,0.0,0.0,0.0,0.0,16.0,1430.2,160.0,0.0,36.0,23,7
472.0,315.0,262.0,0.0,0.0,0.0,0.0,1049.0,178.0,156.0,21.0,23,7
647.0,216.0,216.0,0.0,0.0,0.0,0.0,923.0,177.0,156.0,32.37,20,28
701.5,0.0,210.5,0.0,259.6,0.0,0.0,820.8,164.2,156.0,17.5,200,28
847.0,0.0,215.8,0.0,0.0,0.0,16.2,1079.0,177.0,0.0,21.6,20,28
809.0,0.0,270.0,0.0,0.0,0.0,0.0,1079.0,177.0,0.0,21.6,20,7
810.0,0.0,220.0,0.0,0.0,90.0,0.0,1002.0,163.0,156.0,40.0,23,7
550.0,0.0,0.0,0.0,0.0,0.0,0.0,1695.0,192.5,0.0,1.1,21,7
902.5,0.0,200.0,0.0,350.0,0.0,47.5,690.0,230.0,234.0,53.0,20,28
890.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,1
960.0,0.0,240.0,0.0,0.0,0.0,0.0,767.2,234.0,78.0,45.0,23,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,706.2,234.0,156.0,57.0,23,90
800.0,0.0,200.0,0.0,200.0,0.0,0.0,880.0,200.0,0.0,9.6,20,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,764.7,234.0,78.0,45.0,23,56
450.0,0.0,50.0,0.0,0.0,0.0,0.0,1992.0,90.0,0.0,18.0,20,180
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
852.4,0.0,215.8,0.0,0.0,0.0,10.8,1079.0,177.0,0.0,21.6,20,28
450.0,0.0,50.0,0.0,0.0,0.0,0.0,1992.0,90.0,0.0,18.0,20,90
960.0,0.0,240.0,0.0,0.0,0.0,0.0,771.9,234.0,58.5,45.0,23,90
845.5,0.0,44.5,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,56
850.0,0.0,137.5,0.0,0.0,112.5,0.0,1100.0,176.0,234.0,8.0,23,28
741.0,0.0,185.0,129.5,129.5,0.0,0.0,815.0,185.0,156.0,9.0,30,3
631.4,70.1,210.5,0.0,259.6,0.0,0.0,820.8,164.2,156.0,17.5,200,28
680.0,0.0,120.0,0.0,0.0,0.0,0.0,1462.0,160.0,0.0,9.59,23,28
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
852.4,0.0,215.8,0.0,0.0,0.0,10.8,1079.0,177.0,0.0,21.6,20,1
741.0,0.0,185.0,259.0,0.0,0.0,0.0,815.0,185.0,0.0,9.0,30,3
842.0,0.0,216.0,0.0,0.0,0.0,21.6,1079.0,177.0,0.0,21.6,23,1
575.6,0.0,134.0,772.2,0.0,0.0,0.0,455.7,201.4,0.0,5.1,23,1
792.0,0.0,0.0,0.0,0.0,0.0,8.0,1450.8,160.0,0.0,28.8,23,7
417.5,0.0,0.0,263.7,175.9,0.0,22.0,1273.4,175.8,0.0,43.9,21,7
950.0,0.0,200.0,0.0,350.0,0.0,0.0,570.0,230.0,234.0,53.0,20,28
472.0,315.0,262.0,0.0,0.0,0.0,0.0,1049.0,178.0,0.0,21.0,20,7
432.0,216.0,216.0,0.0,0.0,216.0,0.0,923.0,177.0,156.0,32.4,20,7
594.2,0.0,0.0,265.3,0.0,0.0,24.8,1282.3,176.9,0.0,44.2,21,28
325.3,0.0,75.7,1058.2,0.0,0.0,0.0,455.4,201.4,0.0,5.2,23,28
545.875,0.0,0.0,0.0,0.0,0.0,4.125,1820.0,137.5,0.0,9.9,21,3
696.0,0.0,80.0,0.0,0.0,0.0,24.0,1359.2,160.0,0.0,52.0,23,1
480.0,0.0,171.0,0.0,0.0,206.0,0.0,1150.0,171.0,156.0,33.0,210,28
325.3,0.0,75.7,1058.2,0.0,0.0,0.0,455.4,201.4,0.0,5.2,23,14
541.75,0.0,0.0,0.0,0.0,0.0,8.25,1748.0,165.0,0.0,8.25,21,7
958.55,0.0,50.45,0.0,0.0,0.0,0.0,1231.0,201.8,0.0,34.2,21,1
800.0,0.0,200.0,0.0,0.0,0.0,0.0,1160.0,200.0,0.0,12.0,23,28
432.0,216.0,216.0,0.0,0.0,216.0,0.0,923.0,177.0,156.0,32.4,20,28
630.0,180.0,90.0,0.0,0.0,0.0,0.0,1539.0,126.0,0.0,18.0,20,180
784.0,0.0,261.0,0.0,0.0,0.0,0.0,1045.0,171.0,234.0,20.9,20,7
750.0,0.0,144.0,0.0,0.0,200.0,0.0,990.0,182.0,0.0,38.0,20,3
631.4,70.1,210.5,0.0,259.6,0.0,0.0,820.8,164.2,156.0,17.5,90,28
545.875,0.0,0.0,0.0,0.0,0.0,4.125,1754.0,165.0,0.0,6.6,21,7
630.0,0.0,220.0,0.0,0.0,270.0,0.0,994.0,163.0,156.0,40.0,23,14
630.0,0.0,220.0,0.0,0.0,270.0,0.0,994.0,163.0,156.0,40.0,23,28
776.0,0.0,0.0,0.0,0.0,0.0,24.0,1409.7,160.0,0.0,43.2,23,90
472.0,315.0,262.0,0.0,0.0,0.0,0.0,1049.0,178.0,156.0,21.0,23,28
640.0,0.0,160.0,0.0,0.0,0.0,0.0,1446.4,160.0,0.0,9.6,23,7
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
750.0,0.0,144.0,0.0,0.0,200.0,0.0,990.0,182.0,0.0,38.0,20,28
534.0,0.0,0.0,0.0,0.0,356.0,0.0,1231.0,178.0,0.0,30.2,21,90
874.9,0.0,43.7,0.0,0.0,0.0,0.0,1273.4,202.1,39.0,45.9,21,7
841.6,0.0,215.8,0.0,0.0,0.0,21.6,1079.0,177.0,0.0,21.6,20,7
921.5,0.0,255.0,0.0,0.0,0.0,28.5,873.0,189.0,0.0,31.0,23,28
847.0,0.0,216.0,0.0,0.0,0.0,16.2,1079.0,177.0,0.0,21.6,23,28
699.9,0.0,43.7,0.0,175.0,0.0,0.0,1273.4,202.1,156.0,45.9,21,28
575.6,0.0,134.0,772.2,0.0,0.0,0.0,455.7,201.4,0.0,5.1,23,28
852.4,0.0,215.8,0.0,0.0,0.0,10.8,1079.0,177.0,0.0,21.6,20,90
960.0,0.0,240.0,0.0,0.0,0.0,0.0,773.8,234.0,58.5,45.0,23,56
720.0,0.0,180.0,0.0,0.0,0.0,0.0,1310.4,180.0,0.0,9.0,23,7
704.0,0.0,80.0,0.0,0.0,0.0,16.0,1379.8,160.0,0.0,44.8,23,1
800.0,0.0,200.0,0.0,0.0,0.0,0.0,1160.0,200.0,0.0,12.0,23,7
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,773.8,234.0,58.5,45.0,23,7
558.1,62.0,114.2,0.0,0.0,164.9,0.0,1276.6,161.9,156.0,36.0,20,1
325.3,0.0,75.7,1058.2,0.0,0.0,0.0,455.4,201.4,0.0,5.2,23,3
541.75,0.0,0.0,0.0,0.0,0.0,8.25,1812.0,137.5,0.0,12.65,21,7
784.0,0.0,157.0,235.0,0.0,0.0,0.0,823.0,171.0,0.0,39.66,23,14
960.0,0.0,240.0,0.0,0.0,0.0,0.0,754.0,234.0,117.0,45.0,23,28
541.75,0.0,0.0,0.0,0.0,0.0,8.25,1678.0,192.5,0.0,6.6,21,90
960.0,0.0,240.0,0.0,0.0,0.0,0.0,706.2,234.0,156.0,57.0,23,28
1151.11,0.0,211.89,0.0,0.0,0.0,0.0,1231.0,272.6,234.0,46.2,90,28
699.9,0.0,43.7,0.0,175.0,0.0,0.0,1273.4,202.1,117.0,45.9,21,28
788.5,0.0,433.7,0.0,0.0,0.0,0.0,867.4,160.3,39.0,52.6,23,28
630.0,180.0,90.0,0.0,0.0,0.0,0.0,1539.0,144.0,0.0,18.0,20,365
421.9,0.0,0.0,263.7,175.9,0.0,17.6,1273.4,175.8,195.0,43.9,21,3
426.3,0.0,0.0,263.7,175.9,0.0,13.2,1273.4,175.8,0.0,43.9,21,3
810.0,0.0,90.0,0.0,0.0,0.0,0.0,1539.0,162.0,0.0,18.0,20,180
696.0,0.0,80.0,0.0,0.0,0.0,24.0,1359.2,160.0,0.0,52.0,23,56
1251.2,0.0,291.3,0.0,0.0,0.0,0.0,407.8,201.4,0.0,28.2,23,28
545.875,0.0,0.0,0.0,0.0,0.0,4.125,1685.0,192.5,0.0,4.4,21,28
847.0,0.0,215.8,0.0,0.0,0.0,16.2,1079.0,177.0,0.0,21.6,20,7
612.4,0.0,43.7,262.5,0.0,0.0,0.0,1273.4,202.1,195.0,45.9,21,7
720.0,0.0,180.0,0.0,0.0,0.0,0.0,1260.0,198.0,0.0,10.8,23,7
720.0,0.0,180.0,0.0,0.0,0.0,0.0,1296.0,180.0,0.0,12.6,23,7
450.0,300.0,144.0,0.0,0.0,200.0,0.0,990.0,182.0,0.0,34.0,20,7
788.5,0.0,433.7,0.0,0.0,0.0,0.0,867.4,160.3,156.0,52.6,23,28
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,201.8,0.0,34.2,21,90
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,787.1,234.0,19.5,45.0,23,7
620.2,0.0,114.2,0.0,0.0,164.9,0.0,1277.5,161.9,156.0,36.0,20,3
647.0,0.0,216.0,0.0,0.0,216.0,0.0,923.0,177.0,156.0,32.37,20,7
792.0,0.0,0.0,0.0,0.0,0.0,8.0,1450.8,160.0,0.0,28.8,23,90
696.0,0.0,80.0,0.0,0.0,0.0,24.0,1359.2,160.0,0.0,52.0,23,14
784.0,0.0,157.0,235.0,0.0,0.0,0.0,823.0,171.0,0.0,39.66,23,3
375.0,375.0,144.0,0.0,0.0,200.0,0.0,990.0,182.0,0.0,30.0,20,7
960.0,0.0,240.0,0.0,0.0,0.0,0.0,706.2,234.0,156.0,57.0,23,7
545.875,0.0,0.0,0.0,0.0,0.0,4.125,1820.0,137.5,0.0,9.9,21,7
847.0,0.0,215.8,0.0,0.0,0.0,16.2,1079.0,177.0,0.0,21.6,20,1
800.0,0.0,267.0,0.0,0.0,0.0,0.0,1067.0,175.0,78.0,21.3,20,28
472.0,315.0,262.0,0.0,0.0,0.0,0.0,1049.0,178.0,156.0,21.0,20,7
741.0,0.0,185.0,64.75,194.25,0.0,0.0,815.0,185.0,156.0,9.0,30,7
960.0,0.0,240.0,0.0,0.0,0.0,0.0,779.2,234.0,39.0,45.0,23,180
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,201.8,0.0,34.2,21,7
960.0,0.0,240.0,0.0,0.0,0.0,0.0,740.7,234.0,156.0,45.0,23,7
960.0,0.0,240.0,0.0,0.0,0.0,0.0,779.2,234.0,39.0,45.0,23,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,787.1,234.0,19.5,45.0,23,90
325.3,0.0,75.7,1058.2,0.0,0.0,0.0,455.4,201.4,0.0,5.2,23,1
900.0,0.0,110.0,0.0,0.0,110.0,0.0,1036.0,163.0,156.0,40.0,23,7
675.0,0.0,225.0,0.0,0.0,0.0,0.0,1289.25,180.0,0.0,10.8,23,28
700.0,0.0,50.0,0.0,0.0,150.0,0.0,1104.0,180.0,78.0,30.0,20,7
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
825.8,0.0,192.3,486.2,0.0,0.0,0.0,444.4,201.4,0.0,10.5,23,3
541.75,0.0,0.0,0.0,0.0,0.0,8.25,1678.0,192.5,0.0,6.6,21,28
630.0,180.0,90.0,0.0,0.0,0.0,0.0,1539.0,144.0,0.0,18.0,20,90
863.0,0.0,216.0,0.0,0.0,0.0,0.0,923.0,177.0,156.0,32.37,20,28
680.0,0.0,120.0,0.0,0.0,0.0,0.0,1502.8,144.0,0.0,9.59,23,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,706.2,234.0,156.0,57.0,23,56
784.0,0.0,0.0,0.0,0.0,0.0,16.0,1430.2,160.0,0.0,36.0,23,56
950.0,0.0,200.0,0.0,350.0,0.0,0.0,810.0,230.0,234.0,53.0,20,28
434.1,186.0,114.2,0.0,0.0,164.9,0.0,1275.0,161.9,156.0,36.0,20,28
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
545.875,0.0,0.0,0.0,0.0,0.0,4.125,1820.0,137.5,0.0,9.9,21,28
720.0,0.0,80.0,0.0,0.0,0.0,0.0,1422.9,160.0,0.0,29.6,23,1
960.0,0.0,240.0,0.0,0.0,0.0,0.0,787.1,234.0,19.5,45.0,23,180
680.0,0.0,120.0,0.0,0.0,0.0,0.0,1421.2,176.0,0.0,9.59,23,28
450.0,0.0,50.0,0.0,0.0,0.0,0.0,1992.0,90.0,0.0,18.0,20,56
776.0,0.0,0.0,0.0,0.0,0.0,24.0,1409.7,160.0,0.0,43.2,23,7
716.0,0.0,80.0,0.0,0.0,0.0,4.0,1411.6,160.0,0.0,33.6,23,3
630.0,180.0,90.0,0.0,0.0,0.0,0.0,1539.0,144.0,0.0,18.0,20,56
594.2,0.0,0.0,265.3,0.0,0.0,24.8,1282.3,176.9,0.0,44.2,21,7
741.0,0.0,185.0,129.5,129.5,0.0,0.0,815.0,185.0,156.0,9.0,30,28
874.9,0.0,43.7,0.0,0.0,0.0,0.0,1273.4,202.1,78.0,45.9,21,28
421.9,0.0,0.0,263.7,175.9,0.0,17.6,1273.4,175.8,0.0,43.9,21,7
850.0,0.0,137.5,0.0,0.0,112.5,0.0,1100.0,176.0,234.0,8.0,23,28
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,201.8,0.0,34.2,21,56
841.6,0.0,215.8,0.0,0.0,0.0,21.6,1079.0,177.0,0.0,21.6,20,3
472.0,315.0,262.0,0.0,0.0,0.0,0.0,1049.0,178.0,156.0,21.0,23,7
937.0,0.0,70.0,47.0,0.0,164.0,0.0,851.0,164.0,78.0,36.82,23,90
932.0,0.0,255.0,0.0,0.0,0.0,19.0,873.0,189.0,0.0,31.0,23,7
534.0,0.0,0.0,0.0,0.0,356.0,0.0,1231.0,178.0,0.0,30.2,21,56
434.1,186.0,114.2,0.0,0.0,164.9,0.0,1275.0,161.9,156.0,36.0,20,7
960.0,0.0,240.0,0.0,0.0,0.0,0.0,779.2,234.0,39.0,45.0,23,7
890.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,56
600.0,150.0,144.0,0.0,0.0,200.0,0.0,990.0,182.0,0.0,36.0,20,7
704.0,0.0,80.0,0.0,0.0,0.0,16.0,1379.8,160.0,0.0,44.8,23,90
842.0,0.0,216.0,0.0,0.0,0.0,21.6,1079.0,177.0,0.0,21.6,23,3
623.0,0.0,0.0,0.0,0.0,267.0,0.0,1231.0,178.0,0.0,30.2,21,7
561.2,140.3,210.5,0.0,259.6,0.0,0.0,820.8,164.2,156.0,17.5,90,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,754.0,234.0,117.0,45.0,23,56
845.5,0.0,44.5,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,28
900.0,0.0,165.0,0.0,0.0,55.0,0.0,1021.0,163.0,156.0,40.0,23,56
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
829.0,0.0,216.0,0.0,0.0,0.0,34.5,923.0,177.0,156.0,32.39,20,28
541.75,0.0,0.0,0.0,0.0,0.0,8.25,1748.0,165.0,0.0,8.25,21,3
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,201.8,0.0,34.2,21,7
712.0,0.0,80.0,0.0,0.0,0.0,8.0,1400.3,160.0,0.0,37.6,23,28
401.0,328.0,124.0,0.0,397.0,0.0,0.0,833.0,170.0,156.0,30.0,23,28
756.75,0.0,50.45,0.0,0.0,201.8,0.0,1231.0,201.8,0.0,34.2,21,28
680.0,0.0,120.0,0.0,0.0,0.0,0.0,1468.8,160.0,0.0,8.02,23,7
857.8,0.0,215.8,0.0,0.0,0.0,5.4,1079.0,177.0,0.0,21.6,20,3
852.4,0.0,215.8,0.0,0.0,0.0,10.8,1079.0,177.0,0.0,21.6,20,3
960.0,0.0,240.0,0.0,0.0,0.0,0.0,720.7,234.0,117.0,57.0,23,56
680.0,0.0,120.0,0.0,0.0,0.0,0.0,1462.0,160.0,0.0,11.22,23,7
933.0,0.0,233.0,0.0,0.0,0.0,0.0,1026.0,168.0,0.0,37.6,23,28
863.0,0.0,216.0,0.0,0.0,0.0,0.0,923.0,177.0,156.0,32.37,20,7
729.0,0.0,124.0,0.0,397.0,0.0,0.0,833.0,170.0,156.0,30.0,23,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,764.7,234.0,78.0,45.0,23,180
716.0,0.0,80.0,0.0,0.0,0.0,4.0,1411.6,160.0,0.0,33.6,23,14
741.0,0.0,185.0,129.5,129.5,0.0,0.0,815.0,185.0,156.0,9.0,30,90
712.0,0.0,178.0,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,56
712.0,0.0,80.0,0.0,0.0,0.0,8.0,1400.3,160.0,0.0,37.6,23,90
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
847.0,0.0,215.8,0.0,0.0,0.0,16.2,1079.0,177.0,0.0,21.6,20,90
534.0,0.0,0.0,0.0,0.0,356.0,0.0,1231.0,178.0,0.0,30.2,21,28
545.875,0.0,0.0,0.0,0.0,0.0,4.125,1754.0,165.0,0.0,6.6,21,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,780.5,234.0,39.0,45.0,23,7
874.9,0.0,43.7,0.0,0.0,0.0,0.0,1273.4,202.1,195.0,45.9,21,28
594.2,0.0,0.0,265.3,0.0,0.0,24.8,1282.3,176.9,156.0,44.2,21,28
630.0,180.0,90.0,0.0,0.0,0.0,0.0,1539.0,126.0,0.0,18.0,20,90
630.0,180.0,90.0,0.0,0.0,0.0,0.0,1539.0,126.0,0.0,18.0,20,28
630.0,180.0,90.0,0.0,0.0,0.0,0.0,1539.0,126.0,0.0,18.0,20,365
750.0,0.0,250.0,0.0,0.0,0.0,0.0,1140.0,200.0,0.0,12.0,23,28
594.2,0.0,0.0,265.3,0.0,0.0,24.8,1282.3,176.9,156.0,44.2,21,7
545.875,0.0,0.0,0.0,0.0,0.0,4.125,1685.0,192.5,0.0,4.4,21,3
430.7,0.0,0.0,263.7,175.9,0.0,8.8,1273.4,175.8,195.0,43.9,21,28
810.0,0.0,220.0,0.0,0.0,90.0,0.0,1002.0,163.0,156.0,40.0,23,56
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
800.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.3,160.0,0.0,21.6,23,1
526.1,175.4,210.5,0.0,259.6,0.0,0.0,820.8,164.2,156.0,17.5,90,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,740.7,234.0,156.0,45.0,23,90
741.0,0.0,185.0,0.0,259.0,0.0,0.0,815.0,185.0,156.0,9.0,30,7
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
817.0,0.0,204.0,0.0,0.0,0.0,0.0,1102.0,204.0,156.0,25.0,23,28
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,201.8,0.0,34.2,21,1
450.0,300.0,144.0,0.0,0.0,200.0,0.0,990.0,182.0,0.0,34.0,20,28
472.0,315.0,262.0,0.0,0.0,0.0,0.0,1049.0,178.0,0.0,21.0,20,28
788.5,0.0,433.7,0.0,0.0,0.0,0.0,867.4,160.3,156.0,52.6,23,28
941.5,0.0,255.0,0.0,0.0,0.0,9.5,873.0,189.0,0.0,31.0,23,28
439.5,0.0,0.0,263.7,175.9,0.0,0.0,1273.4,175.8,195.0,43.9,21,7
700.0,0.0,50.0,0.0,0.0,150.0,0.0,1104.0,180.0,0.0,30.0,20,1
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
712.0,0.0,178.0,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,1
